,date,title,contents
42,2022/08/03,펠로시의 '대만 18시간'…中에 굴복안했지만 대만 긴장은 최고조,"인정하는 데 훨씬, 훨씬 가까이 가고 있다""고 우려를 나타냈다. ※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스"
43,2022/08/03,"윤 대통령·김건희 여사, 휴가 중 대학로 연극 관람…배우들과 만찬도","서울에 남아 휴식을 취하며 정국 구상에 집중하고 있다. ※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스"
44,2022/08/03,與 비대위 속도전에 친이준석계 '집단 반격'…소송전·여론전 '총동원',"출정이다""라는 글과 함께 이름·연락처·거주지역·카카오톡 오픈채팅방 초대 동의 여부를 묻는 구글폼... 웹페이지 설문 항목에는 '관련 카카오톡 오픈 채팅방 초대 동의 여부'를 묻는 질문이 있는데, 비대위 전환에..."
45,2022/08/03,"尹 ""파출소 경찰관마다 권총 지급 검토…사격훈련 강화""","훈련할 수 있도록 하반기부터 시행할 계획인 것으로 전해졌다. ※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스"
46,2022/08/03,"김웅 ""비대위 전환은 당 와해"" 당원 생각 묻는 설문조사 띄웠다",해당 설문양식에는 이름·나이 등 개인정보와 함께 '관련 카카오톡 오픈 채팅방 초대 동의 여부' 등을 표시하게 돼 있다. SNS를 통해 당의 비대위 체제 전환이 반대하는 세력을 결집하겠다는 뜻으로 읽힌다. 김 의원은 지난...
47,2022/08/03,기로에 선 창원 공영자전거 '누비자',지난 6월 15일부터 카카오T바이크 1000여 대가 창원시에 깔렸다. 이 탓에 민영 카카오T바이크가 확산·성장하면서 공영자전거 누비자가 타격을 받지 않을까 우려하는 목소리가 나오고 있다. 기초지자체 단위에서 민영...
48,2022/08/03,"""대출 금리 내려달라"" 수용률 26.6% 불과",인터넷은행 중에서는 케이뱅크의 지난해 금리인하요구권 수용률이 12.3%에 불과했고 카카오뱅크는 25.7%였다. 금리인하요구권 제도가 활성화되지 않자 금융당국은 이달부터 금융사의 금리인하요구권 운영 실적을...
49,2022/08/03,"코로나19 재유행, 의료대응여건 조성…동네 병·의원 중심 일반의료체계로 전...","포털사이트(네이버, 카카오)와 생활안전지도 등에서 신속검사와 처방을 위한 호흡기환자진료센터(원스톱 진료기관) 검색이 가능하며, 보건소 및 선별진료소 등에서 의료기관 명단을 담은 안내문을 배포하고 있다. 또..."
50,2022/08/03,"코로나19 재유행, 의료대응여건 조성…동네 병·의원 중심 일반의료체계로 전...","포털사이트(네이버, 카카오)와 생활안전지도 등에서 신속검사와 처방을 위한 호흡기환자진료센터(원스톱 진료기관) 검색이 가능하며, 보건소 및 선별진료소 등에서 의료기관 명단을 담은 안내문을 배포하고 있다. 또..."
51,2022/08/03,"'김혜경 법인카드 의혹' 핵심, 배모씨 경찰 조사","이 카드는 '바꿔치기 결제'에 사용됐던 것으로 알려졌다. ※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스"
